Optional module pokerkit_wrapper was not importable: No module named 'pokerkit'
Training nfsp_iqn_mean_var_05 | seed=42 | 3,000,000 episodes
nfsp_iqn_mean_var_05:  77%|███████▋  | 2322077/3000000 [6:15:30<1:36:55, 116.57ep/s]
nfsp_iqn_mean_var_05:  77%|███████▋  | 2322315/3000000 [6:15:32<1:36:48, 116.67ep/s]
nfsp_iqn_mean_var_05:  77%|███████▋  | 2322552/3000000 [6:15:34<1:36:42, 116.75ep/s]
nfsp_iqn_mean_var_05:  77%|███████▋  | 2322789/3000000 [6:15:36<1:36:36, 116.82ep/s]
nfsp_iqn_mean_var_05:  77%|███████▋  | 2323025/3000000 [6:15:38<1:36:32, 116.87ep/s]
nfsp_iqn_mean_var_05:  77%|███████▋  | 2323260/3000000 [6:15:40<1:36:29, 116.90ep/s]
nfsp_iqn_mean_var_05:  77%|███████▋  | 2323497/3000000 [6:15:42<1:36:24, 116.96ep/s]
nfsp_iqn_mean_var_05:  77%|███████▋  | 2323735/3000000 [6:15:44<1:36:18, 117.04ep/s]
nfsp_iqn_mean_var_05:  77%|███████▋  | 2323972/3000000 [6:15:46<1:36:13, 117.10ep/s]
nfsp_iqn_mean_var_05:  77%|███████▋  | 2324211/3000000 [6:15:48<1:36:06, 117.20ep/s]
nfsp_iqn_mean_var_05:  77%|███████▋  | 2324448/3000000 [6:15:50<1:36:01, 117.25ep/s]
nfsp_iqn_mean_var_05:  77%|███████▋  | 2324685/3000000 [6:15:52<1:35:57, 117.30ep/s]
nfsp_iqn_mean_var_05:  77%|███████▋  | 2324922/3000000 [6:15:54<1:35:52, 117.36ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2325158/3000000 [6:15:56<1:35:50, 117.35ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2325394/3000000 [6:15:58<1:35:47, 117.37ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2325631/3000000 [6:16:00<1:35:43, 117.41ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2325869/3000000 [6:16:02<1:35:38, 117.48ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2326106/3000000 [6:16:04<1:35:34, 117.52ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2326344/3000000 [6:16:06<1:35:29, 117.58ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2326582/3000000 [6:16:08<1:35:24, 117.63ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2326821/3000000 [6:16:10<1:35:18, 117.72ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2327057/3000000 [6:16:12<1:35:16, 117.72ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2327296/3000000 [6:16:14<1:35:10, 117.79ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2327539/3000000 [6:16:16<1:35:00, 117.97ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2327778/3000000 [6:16:18<1:34:55, 118.03ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2328016/3000000 [6:16:20<1:34:51, 118.06ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2328254/3000000 [6:16:22<1:34:47, 118.11ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2328496/3000000 [6:16:24<1:34:39, 118.23ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2328735/3000000 [6:16:26<1:34:35, 118.28ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2328972/3000000 [6:16:28<1:34:32, 118.29ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2329211/3000000 [6:16:30<1:34:28, 118.33ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2329448/3000000 [6:16:32<1:34:26, 118.33ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2329685/3000000 [6:16:34<1:34:25, 118.31ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2329924/3000000 [6:16:36<1:34:21, 118.35ep/s]
                                                                                    
  >>> EXPLOITABILITY @ ep 2,330,000: 2.018761

nfsp_iqn_mean_var_05:  78%|███████▊  | 2329924/3000000 [6:16:38<1:34:21, 118.35ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2330161/3000000 [6:16:39<1:36:39, 115.49ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2330400/3000000 [6:16:41<1:36:29, 115.66ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2330639/3000000 [6:16:43<1:36:18, 115.83ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2330878/3000000 [6:16:45<1:36:08, 115.99ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2331117/3000000 [6:16:47<1:35:58, 116.15ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2331357/3000000 [6:16:49<1:35:48, 116.32ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2331595/3000000 [6:16:51<1:35:40, 116.43ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2331833/3000000 [6:16:53<1:35:32, 116.55ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2332069/3000000 [6:16:55<1:35:28, 116.60ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2332304/3000000 [6:16:57<1:35:24, 116.65ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2332539/3000000 [6:16:59<1:35:20, 116.68ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2332776/3000000 [6:17:01<1:35:14, 116.76ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2333013/3000000 [6:17:03<1:35:09, 116.82ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2333250/3000000 [6:17:05<1:35:03, 116.90ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2333488/3000000 [6:17:07<1:34:57, 116.98ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2333725/3000000 [6:17:09<1:34:52, 117.03ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2333963/3000000 [6:17:12<1:34:47, 117.11ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2334201/3000000 [6:17:14<1:34:41, 117.20ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2334441/3000000 [6:17:16<1:34:32, 117.33ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2334680/3000000 [6:17:18<1:34:26, 117.41ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2334918/3000000 [6:17:20<1:34:21, 117.48ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2335156/3000000 [6:17:22<1:34:16, 117.54ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2335395/3000000 [6:17:24<1:34:10, 117.62ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2335633/3000000 [6:17:26<1:34:05, 117.69ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2335871/3000000 [6:17:28<1:34:00, 117.74ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2336109/3000000 [6:17:30<1:33:56, 117.79ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2336346/3000000 [6:17:32<1:33:53, 117.80ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2336583/3000000 [6:17:34<1:33:52, 117.79ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2336820/3000000 [6:17:36<1:33:48, 117.82ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2337061/3000000 [6:17:38<1:33:40, 117.94ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2337300/3000000 [6:17:40<1:33:35, 118.02ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2337541/3000000 [6:17:42<1:33:28, 118.12ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2337782/3000000 [6:17:44<1:33:21, 118.22ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2338020/3000000 [6:17:46<1:33:17, 118.26ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2338261/3000000 [6:17:48<1:33:11, 118.35ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2338499/3000000 [6:17:50<1:33:13, 118.25ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2338736/3000000 [6:17:52<1:33:11, 118.26ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2338973/3000000 [6:17:54<1:33:11, 118.23ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2339210/3000000 [6:17:56<1:33:11, 118.17ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2339447/3000000 [6:17:58<1:33:12, 118.10ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2339684/3000000 [6:18:00<1:33:11, 118.09ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2339921/3000000 [6:18:02<1:33:10, 118.08ep/s]
                                                                                    
  >>> EXPLOITABILITY @ ep 2,340,000: 2.072802

nfsp_iqn_mean_var_05:  78%|███████▊  | 2339921/3000000 [6:18:03<1:33:10, 118.08ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2340158/3000000 [6:18:05<1:35:24, 115.26ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2340391/3000000 [6:18:07<1:35:21, 115.29ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2340626/3000000 [6:18:09<1:35:14, 115.39ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2340861/3000000 [6:18:11<1:35:08, 115.48ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2341096/3000000 [6:18:13<1:35:01, 115.57ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2341331/3000000 [6:18:15<1:34:54, 115.66ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2341565/3000000 [6:18:17<1:34:50, 115.71ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2341801/3000000 [6:18:19<1:34:43, 115.80ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2342036/3000000 [6:18:21<1:34:37, 115.88ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2342272/3000000 [6:18:23<1:34:31, 115.98ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2342509/3000000 [6:18:25<1:34:23, 116.09ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2342744/3000000 [6:18:27<1:34:18, 116.15ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2342981/3000000 [6:18:29<1:34:12, 116.24ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2343215/3000000 [6:18:31<1:34:10, 116.23ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2343450/3000000 [6:18:33<1:34:05, 116.29ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2343686/3000000 [6:18:35<1:34:00, 116.36ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2343921/3000000 [6:18:37<1:33:55, 116.41ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2344156/3000000 [6:18:39<1:33:52, 116.44ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2344392/3000000 [6:18:41<1:33:47, 116.50ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2344627/3000000 [6:18:43<1:33:43, 116.55ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2344865/3000000 [6:18:45<1:33:36, 116.65ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2345101/3000000 [6:18:47<1:33:31, 116.71ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2345336/3000000 [6:18:49<1:33:28, 116.73ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2345571/3000000 [6:18:51<1:33:24, 116.76ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2345809/3000000 [6:18:53<1:33:17, 116.87ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2346045/3000000 [6:18:55<1:33:13, 116.91ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2346280/3000000 [6:18:57<1:33:10, 116.93ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2346515/3000000 [6:18:59<1:33:08, 116.93ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2346751/3000000 [6:19:01<1:33:04, 116.97ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2346987/3000000 [6:19:03<1:33:00, 117.02ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2347226/3000000 [6:19:05<1:32:53, 117.12ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2347461/3000000 [6:19:07<1:32:51, 117.11ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2347698/3000000 [6:19:09<1:32:46, 117.18ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2347934/3000000 [6:19:11<1:32:44, 117.19ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2348172/3000000 [6:19:13<1:32:37, 117.28ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2348408/3000000 [6:19:15<1:32:34, 117.31ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2348643/3000000 [6:19:17<1:32:32, 117.31ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2348878/3000000 [6:19:19<1:32:30, 117.32ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2349114/3000000 [6:19:21<1:32:27, 117.34ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2349350/3000000 [6:19:23<1:32:23, 117.37ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2349586/3000000 [6:19:25<1:32:20, 117.40ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2349822/3000000 [6:19:27<1:32:18, 117.38ep/s]
                                                                                    
[Ep 2,350,000/3,000,000] avg_reward=  0.062 | exploit=  2.0728 | br_loss= 0.3979 | avg_pol= 0.3639 | eps/s=  117.1 | 379.5m

nfsp_iqn_mean_var_05:  78%|███████▊  | 2349822/3000000 [6:19:28<1:32:18, 117.38ep/s]
                                                                                    
  >>> EXPLOITABILITY @ ep 2,350,000: 2.007514

nfsp_iqn_mean_var_05:  78%|███████▊  | 2349822/3000000 [6:19:29<1:32:18, 117.38ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2350058/3000000 [6:19:30<1:34:30, 114.63ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2350292/3000000 [6:19:32<1:34:22, 114.74ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2350528/3000000 [6:19:34<1:34:13, 114.88ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2350766/3000000 [6:19:36<1:34:02, 115.06ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2351002/3000000 [6:19:38<1:33:53, 115.20ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2351238/3000000 [6:19:40<1:33:45, 115.33ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2351476/3000000 [6:19:42<1:33:35, 115.49ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2351712/3000000 [6:19:44<1:33:28, 115.60ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2351950/3000000 [6:19:46<1:33:18, 115.75ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2352188/3000000 [6:19:48<1:33:09, 115.90ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2352425/3000000 [6:19:50<1:33:01, 116.03ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2352662/3000000 [6:19:52<1:32:54, 116.13ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2352900/3000000 [6:19:54<1:32:45, 116.27ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2353138/3000000 [6:19:56<1:32:38, 116.38ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2353372/3000000 [6:19:58<1:33:32, 115.21ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2353604/3000000 [6:20:01<1:34:00, 114.61ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2353841/3000000 [6:20:03<1:33:48, 114.79ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2354078/3000000 [6:20:05<1:33:38, 114.96ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2354311/3000000 [6:20:07<1:33:33, 115.03ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2354549/3000000 [6:20:09<1:33:22, 115.22ep/s]
nfsp_iqn_mean_var_05:  78%|███████▊  | 2354785/3000000 [6:20:11<1:33:13, 115.35ep/s]
nfsp_iqn_mean_var_05:  79%|███████▊  | 2355022/3000000 [6:20:13<1:33:05, 115.48ep/s]
nfsp_iqn_mean_var_05:  79%|███████▊  | 2355260/3000000 [6:20:15<1:32:55, 115.64ep/s]
nfsp_iqn_mean_var_05:  79%|███████▊  | 2355496/3000000 [6:20:17<1:32:48, 115.74ep/s]
nfsp_iqn_mean_var_05:  79%|███████▊  | 2355734/3000000 [6:20:19<1:32:39, 115.88ep/s]
nfsp_iqn_mean_var_05:  79%|███████▊  | 2355972/3000000 [6:20:21<1:32:31, 116.01ep/s]
nfsp_iqn_mean_var_05:  79%|███████▊  | 2356212/3000000 [6:20:23<1:32:21, 116.19ep/s]
nfsp_iqn_mean_var_05:  79%|███████▊  | 2356452/3000000 [6:20:25<1:32:10, 116.36ep/s]
nfsp_iqn_mean_var_05:  79%|███████▊  | 2356691/3000000 [6:20:27<1:32:01, 116.51ep/s]
nfsp_iqn_mean_var_05:  79%|███████▊  | 2356933/3000000 [6:20:29<1:31:50, 116.71ep/s]
nfsp_iqn_mean_var_05:  79%|███████▊  | 2357173/3000000 [6:20:31<1:31:40, 116.87ep/s]
nfsp_iqn_mean_var_05:  79%|███████▊  | 2357413/3000000 [6:20:33<1:31:31, 117.02ep/s]
nfsp_iqn_mean_var_05:  79%|███████▊  | 2357653/3000000 [6:20:35<1:31:22, 117.16ep/s]
nfsp_iqn_mean_var_05:  79%|███████▊  | 2357896/3000000 [6:20:37<1:31:11, 117.36ep/s]
nfsp_iqn_mean_var_05:  79%|███████▊  | 2358140/3000000 [6:20:39<1:30:59, 117.57ep/s]
nfsp_iqn_mean_var_05:  79%|███████▊  | 2358381/3000000 [6:20:41<1:30:51, 117.70ep/s]
nfsp_iqn_mean_var_05:  79%|███████▊  | 2358621/3000000 [6:20:43<1:30:44, 117.81ep/s]
nfsp_iqn_mean_var_05:  79%|███████▊  | 2358863/3000000 [6:20:45<1:30:35, 117.96ep/s]
nfsp_iqn_mean_var_05:  79%|███████▊  | 2359103/3000000 [6:20:47<1:30:29, 118.05ep/s]
nfsp_iqn_mean_var_05:  79%|███████▊  | 2359343/3000000 [6:20:49<1:30:23, 118.13ep/s]
nfsp_iqn_mean_var_05:  79%|███████▊  | 2359583/3000000 [6:20:51<1:30:18, 118.20ep/s]
nfsp_iqn_mean_var_05:  79%|███████▊  | 2359823/3000000 [6:20:53<1:30:12, 118.27ep/s]
                                                                                    
  >>> EXPLOITABILITY @ ep 2,360,000: 2.053719

nfsp_iqn_mean_var_05:  79%|███████▊  | 2359823/3000000 [6:20:55<1:30:12, 118.27ep/s]
nfsp_iqn_mean_var_05:  79%|███████▊  | 2360060/3000000 [6:20:56<1:32:20, 115.49ep/s]
nfsp_iqn_mean_var_05:  79%|███████▊  | 2360296/3000000 [6:20:58<1:32:13, 115.61ep/s]
nfsp_iqn_mean_var_05:  79%|███████▊  | 2360535/3000000 [6:21:00<1:32:02, 115.79ep/s]
nfsp_iqn_mean_var_05:  79%|███████▊  | 2360775/3000000 [6:21:02<1:31:51, 115.97ep/s]
nfsp_iqn_mean_var_05:  79%|███████▊  | 2361013/3000000 [6:21:04<1:31:43, 116.10ep/s]
nfsp_iqn_mean_var_05:  79%|███████▊  | 2361249/3000000 [6:21:06<1:31:37, 116.18ep/s]
nfsp_iqn_mean_var_05:  79%|███████▊  | 2361489/3000000 [6:21:08<1:31:27, 116.35ep/s]
nfsp_iqn_mean_var_05:  79%|███████▊  | 2361729/3000000 [6:21:10<1:31:18, 116.51ep/s]
nfsp_iqn_mean_var_05:  79%|███████▊  | 2361969/3000000 [6:21:12<1:31:08, 116.67ep/s]
nfsp_iqn_mean_var_05:  79%|███████▊  | 2362209/3000000 [6:21:14<1:31:00, 116.81ep/s]
nfsp_iqn_mean_var_05:  79%|███████▊  | 2362448/3000000 [6:21:16<1:30:51, 116.94ep/s]
nfsp_iqn_mean_var_05:  79%|███████▉  | 2362688/3000000 [6:21:18<1:30:42, 117.09ep/s]
nfsp_iqn_mean_var_05:  79%|███████▉  | 2362926/3000000 [6:21:20<1:30:36, 117.18ep/s]
nfsp_iqn_mean_var_05:  79%|███████▉  | 2363165/3000000 [6:21:22<1:30:30, 117.27ep/s]
nfsp_iqn_mean_var_05:  79%|███████▉  | 2363405/3000000 [6:21:24<1:30:23, 117.39ep/s]
nfsp_iqn_mean_var_05:  79%|███████▉  | 2363645/3000000 [6:21:26<1:30:15, 117.51ep/s]
nfsp_iqn_mean_var_05:  79%|███████▉  | 2363883/3000000 [6:21:28<1:30:10, 117.58ep/s]
nfsp_iqn_mean_var_05:  79%|███████▉  | 2364123/3000000 [6:21:30<1:30:03, 117.67ep/s]
nfsp_iqn_mean_var_05:  79%|███████▉  | 2364362/3000000 [6:21:32<1:29:57, 117.76ep/s]
nfsp_iqn_mean_var_05:  79%|███████▉  | 2364602/3000000 [6:21:34<1:29:50, 117.87ep/s]
nfsp_iqn_mean_var_05:  79%|███████▉  | 2364840/3000000 [6:21:36<1:29:46, 117.93ep/s]
nfsp_iqn_mean_var_05:  79%|███████▉  | 2365078/3000000 [6:21:38<1:29:42, 117.96ep/s]
nfsp_iqn_mean_var_05:  79%|███████▉  | 2365318/3000000 [6:21:40<1:29:36, 118.04ep/s]
nfsp_iqn_mean_var_05:  79%|███████▉  | 2365558/3000000 [6:21:42<1:29:31, 118.12ep/s]
nfsp_iqn_mean_var_05:  79%|███████▉  | 2365799/3000000 [6:21:44<1:29:24, 118.23ep/s]
nfsp_iqn_mean_var_05:  79%|███████▉  | 2366038/3000000 [6:21:46<1:29:20, 118.27ep/s]
nfsp_iqn_mean_var_05:  79%|███████▉  | 2366278/3000000 [6:21:48<1:29:14, 118.34ep/s]
nfsp_iqn_mean_var_05:  79%|███████▉  | 2366518/3000000 [6:21:50<1:29:10, 118.40ep/s]
nfsp_iqn_mean_var_05:  79%|███████▉  | 2366757/3000000 [6:21:52<1:29:05, 118.46ep/s]
nfsp_iqn_mean_var_05:  79%|███████▉  | 2366999/3000000 [6:21:54<1:28:58, 118.57ep/s]
nfsp_iqn_mean_var_05:  79%|███████▉  | 2367237/3000000 [6:21:56<1:28:58, 118.54ep/s]
nfsp_iqn_mean_var_05:  79%|███████▉  | 2367475/3000000 [6:21:58<1:28:57, 118.51ep/s]
nfsp_iqn_mean_var_05:  79%|███████▉  | 2367713/3000000 [6:22:00<1:28:54, 118.53ep/s]
nfsp_iqn_mean_var_05:  79%|███████▉  | 2367951/3000000 [6:22:02<1:28:51, 118.55ep/s]
nfsp_iqn_mean_var_05:  79%|███████▉  | 2368195/3000000 [6:22:04<1:28:42, 118.71ep/s]
nfsp_iqn_mean_var_05:  79%|███████▉  | 2368433/3000000 [6:22:06<1:28:41, 118.68ep/s]
nfsp_iqn_mean_var_05:  79%|███████▉  | 2368672/3000000 [6:22:08<1:28:37, 118.72ep/s]
nfsp_iqn_mean_var_05:  79%|███████▉  | 2368910/3000000 [6:22:10<1:28:35, 118.72ep/s]
nfsp_iqn_mean_var_05:  79%|███████▉  | 2369148/3000000 [6:22:12<1:28:33, 118.73ep/s]
nfsp_iqn_mean_var_05:  79%|███████▉  | 2369386/3000000 [6:22:14<1:28:32, 118.71ep/s]
nfsp_iqn_mean_var_05:  79%|███████▉  | 2369624/3000000 [6:22:16<1:28:32, 118.67ep/s]
nfsp_iqn_mean_var_05:  79%|███████▉  | 2369862/3000000 [6:22:18<1:28:29, 118.68ep/s]
                                                                                    
  >>> EXPLOITABILITY @ ep 2,370,000: 2.055570

nfsp_iqn_mean_var_05:  79%|███████▉  | 2369862/3000000 [6:22:20<1:28:29, 118.68ep/s]
nfsp_iqn_mean_var_05:  79%|███████▉  | 2370100/3000000 [6:22:21<1:30:35, 115.90ep/s]
nfsp_iqn_mean_var_05:  79%|███████▉  | 2370339/3000000 [6:22:23<1:30:24, 116.07ep/s]
nfsp_iqn_mean_var_05:  79%|███████▉  | 2370580/3000000 [6:22:25<1:30:13, 116.28ep/s]
nfsp_iqn_mean_var_05:  79%|███████▉  | 2370819/3000000 [6:22:27<1:30:04, 116.41ep/s]
nfsp_iqn_mean_var_05:  79%|███████▉  | 2371059/3000000 [6:22:29<1:29:55, 116.57ep/s]
nfsp_iqn_mean_var_05:  79%|███████▉  | 2371300/3000000 [6:22:31<1:29:45, 116.74ep/s]
nfsp_iqn_mean_var_05:  79%|███████▉  | 2371540/3000000 [6:22:33<1:29:36, 116.88ep/s]
nfsp_iqn_mean_var_05:  79%|███████▉  | 2371779/3000000 [6:22:35<1:29:29, 117.00ep/s]
nfsp_iqn_mean_var_05:  79%|███████▉  | 2372017/3000000 [6:22:37<1:29:23, 117.08ep/s]
nfsp_iqn_mean_var_05:  79%|███████▉  | 2372254/3000000 [6:22:39<1:29:18, 117.14ep/s]
nfsp_iqn_mean_var_05:  79%|███████▉  | 2372493/3000000 [6:22:41<1:29:12, 117.24ep/s]
nfsp_iqn_mean_var_05:  79%|███████▉  | 2372732/3000000 [6:22:43<1:29:05, 117.34ep/s]
nfsp_iqn_mean_var_05:  79%|███████▉  | 2372971/3000000 [6:22:45<1:28:59, 117.43ep/s]
nfsp_iqn_mean_var_05:  79%|███████▉  | 2373210/3000000 [6:22:47<1:28:52, 117.53ep/s]
nfsp_iqn_mean_var_05:  79%|███████▉  | 2373450/3000000 [6:22:49<1:28:46, 117.64ep/s]
nfsp_iqn_mean_var_05:  79%|███████▉  | 2373690/3000000 [6:22:51<1:28:38, 117.75ep/s]
nfsp_iqn_mean_var_05:  79%|███████▉  | 2373928/3000000 [6:22:53<1:28:34, 117.81ep/s]
nfsp_iqn_mean_var_05:  79%|███████▉  | 2374167/3000000 [6:22:55<1:28:28, 117.89ep/s]
nfsp_iqn_mean_var_05:  79%|███████▉  | 2374406/3000000 [6:22:57<1:28:23, 117.96ep/s]
nfsp_iqn_mean_var_05:  79%|███████▉  | 2374643/3000000 [6:22:59<1:28:22, 117.93ep/s]
nfsp_iqn_mean_var_05:  79%|███████▉  | 2374884/3000000 [6:23:01<1:28:15, 118.04ep/s]
nfsp_iqn_mean_var_05:  79%|███████▉  | 2375123/3000000 [6:23:03<1:28:11, 118.10ep/s]
nfsp_iqn_mean_var_05:  79%|███████▉  | 2375360/3000000 [6:23:05<1:28:12, 118.03ep/s]
nfsp_iqn_mean_var_05:  79%|███████▉  | 2375599/3000000 [6:23:07<1:28:07, 118.09ep/s]
nfsp_iqn_mean_var_05:  79%|███████▉  | 2375838/3000000 [6:23:09<1:28:03, 118.14ep/s]
nfsp_iqn_mean_var_05:  79%|███████▉  | 2376076/3000000 [6:23:11<1:27:59, 118.18ep/s]
nfsp_iqn_mean_var_05:  79%|███████▉  | 2376315/3000000 [6:23:13<1:27:54, 118.24ep/s]
